external_id,existing_gd_id,source_type,source_name,source_url,discovered_at,last_checked,review_status,confidence_score,club_name,summary_raw,summary_final,audience,discipline_primary,disciplines_csv,website,facebook_url,instagram_url,twitter_url,twitter_handle,youtube_url,strava_url,email,street,street2,city,region,country,postal_code,plus_code,latitude,longitude,logo_source_url,logo_rights_status,cover_source_url,gallery_source_urls,image_rights_status,image_notes,focus,notes_internal
bramptoncyclingclub-com-brampton-ontario,,openai-web-search,"openai web search discovery for Brampton, Ontario",https://bramptoncyclingclub.com/touring_schedule/,2026-04-14 19:23:17,2026-04-14 19:23:17,pending,0.98,Brampton Cycling Club,Club OverviewWelcome all cycling enthusiasts to the Brampton Cycling Club (BCC). We are a non-profit organization that was founded in 1972. The club started,"Brampton Cycling Club is a mixed-gender cycling club with a clear women-relevant side in Brampton built around road rides. Founded in 1972, it brings a long local history to the ride.",,Road,Road,https://bramptoncyclingclub.com,https://www.facebook.com/pages/Brampton-Cycling-Club/262675222866,https://www.instagram.com/brampton_cycling_club,,,,https://www.strava.com/clubs/brampton-cycling-club,info@carbonink.ca,,,Brampton,Ontario,Canada,,,43.68341,-79.76633,https://bramptoncyclingclub.com/wp-content/uploads/2023/02/BCC-logo-v4-3.png,official-site,https://bramptoncyclingclub.com/wp-content/uploads/2022/09/side_photo_16.jpg,,official-site,autodiscovered from search/page metadata,,"score=0.98 | location=Brampton, Ontario, Canada | audience needs review | classification=club | ai_confidence=0.98 | official_source=https://bramptoncyclingclub.com/touring_schedule/ | supporting_sources=https://bramptoncyclingclub.com/touring_schedule/; https://bramptoncyclingclub.com/; https://bramptoncyclingclub.com/club_details/; https://www.strava.com/clubs/brampton-cycling-club; https://ontariocycling.org/ontario-womens-cycling/ | sanitized image selection"
womenscyclingnetwork-ca-toronto-ontario,,openai-web-search,"openai web search discovery for Toronto, Ontario",https://www.womenscyclingnetwork.ca/,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.98,Women's Cycling Network,WCN promotes cycling as wheels of empowerment for women of all backgrounds.,"Women’s Cycling Network is a Toronto-based women-focused cycling community that grew out of a 2017 effort to help women learn to ride and feel safer on bikes. The group brings together new and experienced riders, and supports members through advocacy, education, group rides, meet-ups, and bike access initiatives. It has a strong empowerment-and-community vibe, with cycling framed as a path to freedom, confidence, and everyday mobility.",Women Only,,,https://www.womenscyclingnetwork.ca/,,https://www.instagram.com/womenscyclingnetwork.gta,https://twitter.com/WCN_GTA_tweets,WCN_GTA_tweets,,,womenscyclingnetwork.gta@gmail.com,,,Toronto,Ontario,Canada,,,43.70643,-79.39864,https://www.womenscyclingnetwork.ca/asset/image/cycleto-logo.png,official-site,https://www.womenscyclingnetwork.ca/asset/image/hero-main.jpg,https://www.womenscyclingnetwork.ca/asset/image/newCover1.jpg,official-site,autodiscovered from search/page metadata,,"score=0.98 | location=Toronto, Ontario, Canada | discipline needs review | classification=program | ai_confidence=0.98 | official_source=https://www.womenscyclingnetwork.ca/ | supporting_sources=https://www.womenscyclingnetwork.ca/; https://www.cycleto.ca/womens-cycling-network-bike-match-program; https://www.lapdogs.ca/; https://www.lapdogs.ca/ldcc-calendar/2025/5/26/womens-only-road-ride-amp-club-try-out-c92l5; https://www.tbccycling.ca/"
femmesandfriends-ca-toronto-ontario,,openai-web-search,"openai web search discovery for Toronto, Ontario",https://femmesandfriends.ca/,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.96,Femmes & Friends,"Femmes & Friends is a Toronto-based collective built around welcoming bike rides and community events for women, femmes, and their friends. The site describes a no-drama, judgment-free atmosphere with rides and gatherings that emphasize inclusion, support, and getting more people comfortable on bikes.","Femmes & Friends is a Toronto-based collective built around welcoming bike rides and community events for women, femmes, and their friends. The site describes a no-drama, judgment-free atmosphere with rides and gatherings that emphasize inclusion, support, and getting more people comfortable on bikes.",Women Only,,,https://femmesandfriends.ca/,https://www.facebook.com/groups/815404176818216,https://www.instagram.com/femmesandfriendsbike,,,,,,,,Toronto,Ontario,Canada,,,43.70643,-79.39864,https://femmesandfriends.ca/wp-content/uploads/2024/06/cropped-fnfLogo-180x180.png,official-site,https://femmesandfriends.ca/wp-content/plugins/instagram-feed/img/placeholder.png,,official-site,autodiscovered from search/page metadata,,"score=0.96 | location=Toronto, Ontario, Canada | discipline needs review | classification=ride-group | ai_confidence=0.96 | official_source=https://femmesandfriends.ca/ | supporting_sources=https://femmesandfriends.ca/; https://www.lapdogs.ca/; https://www.lapdogs.ca/ldcc-calendar/2025/5/26/womens-only-road-ride-amp-club-try-out-c92l5; https://www.womenscyclingnetwork.ca/; https://www.tbccycling.ca/"
ottawawomenscyclingclub-ca-ottawa-ontario,,openai-web-search,"openai web search discovery for Ottawa, Ontario",https://ottawawomenscyclingclub.ca/program/,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.99,Ottawa Women's Cycling Club,"FREQUENTLY ASKED QUESTIONS General New & Potential Members Current Members KIT Photo by On The Rivet General How can I register? Details on how to register can be found on the Join page.Before joining, take a moment to review our Program, FAQ's, and Membership Requirements to ensure the OWCC is the right fit for you!…","The Ottawa Women’s Cycling Club is a volunteer-run, not-for-profit cycling club in Ottawa-Gatineau built for women and people who identify as women. Its program centers on road and gravel group rides, plus clinics, socials, and special events, with no-drop rides and a friendly, community-driven feel. ([ottawawomenscyclingclub.ca](https://ottawawomenscyclingclub.ca/?utm_source=openai))",Women Only,Road,"Road,Gravel",https://ottawawomenscyclingclub.ca/,https://www.facebook.com/groups/293820448247185,https://www.instagram.com/ottawawomenscyclingclub,,,,https://www.strava.com/clubs/OWCC,,,,Ottawa,Ontario,Canada,,,45.41117,-75.69812,https://ottawawomenscyclingclub.ca/wp-content/uploads/2025/02/cropped-owcclogo-2-e1738800191988.png,official-site,https://c02.purpledshub.com/uploads/sites/39/2023/05/Trek-Emonda-AL5-02-2406262.jpg?w=657&webp=1,https://ottawawomenscyclingclub.ca/wp-content/uploads/2025/02/img_0502.jpg,official-site,autodiscovered from search/page metadata,,"score=0.99 | location=Ottawa, Ontario, Canada | classification=club | ai_confidence=0.99 | official_source=https://ottawawomenscyclingclub.ca/program/ | supporting_sources=https://ottawawomenscyclingclub.ca/program/; https://ottawawomenscyclingclub.ca; https://ottawawomenscyclingclub.ca/; https://ottawawomenscyclingclub.ca/faq/; https://ottawabicycleclub.ca/"
ottawabicycleclub-ca-ottawa-ontario,,openai-web-search,"openai web search discovery for Ottawa, Ontario",https://ottawabicycleclub.ca/womens-rides/,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.98,Women’s Time Trials,"The women’s time trial series was created in 1989 as a way of encouraging the development of female cyclists by providing them with their own time trial series. Today, participants/riders in the WTT series range from recreational participants to serious racers of all ages and abilities. The series is run by volunteers and as such we","Ottawa Bicycle Club is a real, member-based cycling club in Ottawa with a full calendar of recurring rides, clinics, tours, and social events. It also offers women’s-only rides and a women’s time trial series created to help female cyclists build confidence and skills, alongside road and gravel programming for a broader membership. The club’s vibe is welcoming and community-oriented, with ride hosts, group leaders, and a strong emphasis on safe group riding.",Women Only,Road,"Road,Gravel",https://ottawabicycleclub.ca/,http://www.facebook.com/OttawaBicycleClub,https://www.instagram.com/ottawabicycleclub,http://twitter.com/ottbicycleclub,ottbicycleclub,https://www.youtube.com/@ottbicycleclub,https://www.strava.com/segments/25402352,,,,Ottawa,Ontario,Canada,,,45.41117,-75.69812,https://ottawabicycleclub.ca/wp-content/uploads/2022/11/OBCSquareBlue.jpg,official-site,https://ottawabicycleclub.ca/wp-content/uploads/2022/11/WomensRide2-1024x683.jpeg,https://ottawabicycleclub.ca/womens-rides/\/\/ottawabicycleclub.ca\/wp-content\/uploads\/2022\/11\/OBCSquareBlue.jpg::https://ottawabicycleclub.ca/wp-content/uploads/2022/11/GroupRidingClinic-1024x682.jpg::https://ottawabicycleclub.ca/wp-content/uploads/2022/11/Road-1024x683.jpg::https://ottawabicycleclub.ca/wp-content/uploads/2022/11/Gravel-1024x683.jpg::https://ottawabicycleclub.ca/wp-content/uploads/2022/11/YouthMountain-1024x749.jpg,official-site,autodiscovered from search/page metadata,,"score=0.98 | location=Ottawa, Ontario, Canada | classification=club | ai_confidence=0.98 | official_source=https://ottawabicycleclub.ca/womens-rides/ | supporting_sources=https://ottawabicycleclub.ca/womens-rides/; https://ottawabicycleclub.ca; https://ottawabicycleclub.ca/; https://ottawabicycleclub.ca/about/; https://ottawabicycleclub.ca/wtt/"
ottawamba-org-ottawa-ontario,,openai-web-search,"openai web search discovery for Ottawa, Ontario",https://ottawamba.org/mtb-chicks-womens-rides/,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.98,MTB Chicks,"MTB Chicks is an informal women-focused mountain biking group run as a subgroup of the Ottawa Mountain Bike Association. It brings riders together for inclusive, supportive MTB outings around Ottawa, with recurring rides that range from confidence-building sessions to more technical trail adventures. The group’s vibe is social and welcoming, with a clear emphasis on helping riders explore new trails, build skills, and enjoy the community.","MTB Chicks is an informal women-focused mountain biking group run as a subgroup of the Ottawa Mountain Bike Association. It brings riders together for inclusive, supportive MTB outings around Ottawa, with recurring rides that range from confidence-building sessions to more technical trail adventures. The group’s vibe is social and welcoming, with a clear emphasis on helping riders explore new trails, build skills, and enjoy the community.",Mixed Gender,MTB,MTB,https://ottawamba.org/,https://www.facebook.com/ottawamba,https://www.instagram.com/ottawamountainbikeassociation,,,,,mtbchicks@ottawamba.org,,,Ottawa,Ontario,Canada,,,45.41117,-75.69812,https://ottawamba.org/wp-content/uploads/2025/06/cropped-OMBA_AVMO_transparent_bg-copy.png,official-site,https://ottawamba.org/mtb-chicks-womens-rides/kingdom-trails.jpg,https://ottawamba.org/mtb-chicks-womens-rides/\/\/ottawamba.org\/wp-content\/uploads\/2025\/06\/cropped-OMBA_AVMO_transparent_bg-copy.png::https://ottawamba.org/wp-content/uploads/2025/05/Alex-Salamander-1024x576-1.jpg,official-site,autodiscovered from search/page metadata,,"score=0.98 | location=Ottawa, Ontario, Canada | classification=ride-group | ai_confidence=0.98 | official_source=https://ottawamba.org/mtb-chicks-womens-rides/ | supporting_sources=https://ottawamba.org/mtb-chicks-womens-rides/; https://ottawamba.org; https://ottawamba.org/; https://ottawabicycleclub.ca/; https://ottawawomenscyclingclub.ca/program/"
cycleryracing-ca-ottawa-ontario,,openai-web-search,"openai web search discovery for Ottawa, Ontario",https://cycleryracing.ca/about/,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.98,Cyclery Racing,The new Cyclery Racing website is launching soon.,"Cyclery Racing is an Ottawa-based women’s cycling team and one of Canada’s longest-running women’s road programs. Its official site describes a legacy of elite results and international racing, while recent team updates show the riders training, sprinting, and racing together on the road and at the track. ([cycleryracing.ca](https://cycleryracing.ca/about/?utm_source=openai))",Women Only,Road,"Road,Track",https://cycleryracing.ca/,,https://www.instagram.com/cycleryracing,,,,,vince@thecyclery.ca,,,Ottawa,Ontario,Canada,,,45.41117,-75.69812,https://cycleryracing.ca/icon.svg?icon.0sp6jz4cu~j38.svg,official-site,,,,autodiscovered from search/page metadata,,"score=0.98 | location=Ottawa, Ontario, Canada | classification=team | ai_confidence=0.98 | official_source=https://cycleryracing.ca/about/ | supporting_sources=https://cycleryracing.ca/about/; https://cycleryracing.ca; https://ottawabicycleclub.ca/; https://ottawawomenscyclingclub.ca/program/; https://ottawawomenscyclingclub.ca/"
quickcranks-ca-ottawa-ontario,,openai-web-search,"openai web search discovery for Ottawa, Ontario",https://quickcranks.ca/fr/pages/quick-cranks-racing,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.98,Quick Cranks,"Ottawa’s bike shop for bikes, service, and cycling gear. Shop online across Canada or visit Quick Cranks for expert advice and professional bike service.","Quick Cranks Racing is a community-first Ottawa–Gatineau race team and ride program built for riders who want support, skills, and a bit of speed without the ego. Its official site also highlights a women’s team that centers confidence, group rides, skills development, and optional racing, making it especially welcoming for women who want a place to grow in the sport. The program spans road, gravel, mountain bike, and cyclocross, with a strong emphasis on camaraderie and accessibility.",Women Only,MTB,"MTB,Road,Gravel,Cyclo-cross",https://quickcranks.ca,https://Facebook.com/quickcranks,https://instagram.com/quickcranks,,,,,,,,Ottawa,Ontario,Canada,,,45.41117,-75.69812,https://cdn.shopify.com/static/images/flags/ca.svg?width=20,official-site,https://quickcranks.ca/cdn/shop/files/CA4A3725_84ce3bd7-fe71-44e2-ad5a-5e2b295123a1.jpg?v=1770402662&width=1100,https://quickcranks.ca/cdn/shop/files/CA4A5922.jpg?v=1767716501&width=1100::https://quickcranks.ca/cdn/shop/files/DSF5673-slimC.jpg?v=1768006417&width=1100::https://quickcranks.ca/cdn/shop/files/e-milano-hd-acera_v3.png?v=1769727641&width=2048::https://quickcranks.ca/cdn/shop/files/Devinci23_eMob_AV-0672.jpg?v=1769727972&width=2400::https://quickcranks.ca/cdn/shop/files/45nrth-draugenklaw-flat-bar-pogies-1245541-1.png?v=1768179092&width=1200,official-site,autodiscovered from search/page metadata,,"score=0.98 | location=Ottawa, Ontario, Canada | classification=team | ai_confidence=0.98 | official_source=https://quickcranks.ca/fr/pages/quick-cranks-racing | supporting_sources=https://quickcranks.ca/fr/pages/quick-cranks-racing; https://quickcranks.ca; https://ottawabicycleclub.ca/; https://ottawawomenscyclingclub.ca/program/; https://ottawawomenscyclingclub.ca/"
midweekcyclingclub-ca-mississauga-ontario,,openai-web-search,"openai web search discovery for Mississauga, Ontario",https://www.midweekcyclingclub.ca/race2,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.93,Midweek Cycling Club,"Midweek Cycling Club is a volunteer-powered bike racing program in Toronto and Mississauga that offers a welcoming path from learn-to-race sessions to weekly crit racing. Its race schedule includes women’s categories, and the club also runs cyclocross skills-and-drills sessions for riders of all levels. The overall vibe is community-minded, safety-focused, and built to help more riders grow into the sport together.","Midweek Cycling Club is a volunteer-powered bike racing program in Toronto and Mississauga that offers a welcoming path from learn-to-race sessions to weekly crit racing. Its race schedule includes women’s categories, and the club also runs cyclocross skills-and-drills sessions for riders of all levels. The overall vibe is community-minded, safety-focused, and built to help more riders grow into the sport together.",Women Only,Cyclo-cross,Cyclo-cross,https://www.midweekcyclingclub.ca,https://www.facebook.com/MidweekCycling,https://www.instagram.com/midweekcycling,https://twitter.com/midweekcycling,midweekcycling,,https://www.strava.com/clubs/midweek-cycling-club-6392,info@midweekclub.ca,,,Toronto and Mississauga,Ontario,Canada,,,43.5789,-79.6583,http://static1.squarespace.com/static/62fe9b0721b84f486f50e274/t/630670528681433ab0458cdc/1661366354211/Badge+and+logo.png?format=1500w,official-site,https://images.squarespace-cdn.com/content/v1/62fe9b0721b84f486f50e274/41f04650-0d8c-4b39-a5da-acd03b7d773d/20210810-DSC05520.jpg,,official-site,autodiscovered from search/page metadata,,"score=0.93 | location=Mississauga, Ontario, Canada | classification=program | ai_confidence=0.93 | official_source=https://www.midweekcyclingclub.ca/race2 | supporting_sources=https://www.midweekcyclingclub.ca/race2; https://www.midweekcyclingclub.ca/; https://www.midweekcyclingclub.ca/learn; https://www.womensride.ca/en; https://echeloncycling.ca/"
newhopecommunitybikes-com-hamilton-ontario,,openai-web-search,"openai web search discovery for Hamilton, Ontario",https://www.newhopecommunitybikes.com/womens-programming,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.98,New Hope Community Bikes,"Tour de MTB is New Hope Community Bikes’ beginner-friendly women’s mountain bike ride program in Hamilton. It’s designed to help women build basic MTB skills and confidence on the trails, with a welcoming, supportive vibe and room for riders who are a bit more experienced too.","Tour de MTB is New Hope Community Bikes’ beginner-friendly women’s mountain bike ride program in Hamilton. It’s designed to help women build basic MTB skills and confidence on the trails, with a welcoming, supportive vibe and room for riders who are a bit more experienced too.",Women Only,MTB,MTB,https://www.newhopecommunitybikes.com,https://www.facebook.com/share/g/163vLaE4ov,https://www.instagram.com/everyoneridesinitiative,,,,,user@domain.com,,,Hamilton,Ontario,Canada,,,43.25011,-79.84963,https://images.squarespace-cdn.com/content/v1/5e10bd787524d75d5e203b79/cdd2480c-5757-41d3-bf53-6973c8016d38/corporate-logo-black.png,official-site,https://images.squarespace-cdn.com/content/v1/5e10bd787524d75d5e203b79/1659470452986-HQ2XHC647PCZVFIKQK7J/My+project-1%281%29.png,,official-site,autodiscovered from search/page metadata,,"score=0.98 | location=Hamilton, Ontario, Canada | classification=ride-group | ai_confidence=0.98 | official_source=https://www.newhopecommunitybikes.com/womens-programming | supporting_sources=https://www.newhopecommunitybikes.com/womens-programming; https://www.newhopecommunitybikes.com/group-rides; https://www.newhopecommunitybikes.com/; https://hamiltoncycling.com/join/; https://www.womensride.ca/en"
ancastervelo-ca-hamilton-ontario,,openai-web-search,"openai web search discovery for Hamilton, Ontario",https://www.ancastervelo.ca/rides,2026-04-16 19:02:00,2026-04-16 19:02:00,pending,0.98,Ancaster Velo,"A page with information about group levels, ride leaders, start times and location, cancellations and routes, feature rides, try-a-rides, what to bring, etc.","Ancaster Velo’s Women’s Ride Week is a women-focused annual ride program within the club, with a special week of cycling activities set for the first week of June 2026. The page invites women to join two supported ride options, framed as a friendly community effort to get more ladies out on their bikes. It sits alongside the club’s broader road and gravel ride calendar, which includes regular group rides and rider guidance.",Mixed Gender,Road,"Road,Gravel",https://www.ancastervelo.ca,https://www.facebook.com/groups/166994426825866,,https://twitter.com/AncasterVelo1,AncasterVelo1,,,lesley.scime@gmail.com,,,Ancaster,Ontario,Canada,,,43.25011,-79.84963,"https://static.wixstatic.com/media/45a901_115183ffbca240faa6e3698e79a60727~mv2.png/v1/fill/w_228,h_62,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/45a901_115183ffbca240faa6e3698e79a60727~mv2.png",official-site,"https://static.wixstatic.com/media/cdecb4_954f13c9de2a464184e53d9228f7755f~mv2.png/v1/fill/w_229,h_120,al_c,q_85,enc_avif,quality_auto/group_riding-03.png","https://www.ancastervelo.ca/groupRide.png::https://static.wixstatic.com/media/601903_ccd860d505044d9b906f5a6b2ca12411~mv2.jpg/v1/fill/w_980,h_381,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/featureRide_edited.jpg::https://www.ancastervelo.ca/group_riding-03.png",official-site,autodiscovered from search/page metadata,,"score=0.98 | location=Hamilton, Ontario, Canada | classification=club | ai_confidence=0.98 | official_source=https://www.ancastervelo.ca/rides | supporting_sources=https://www.ancastervelo.ca/rides; https://www.ancastervelo.ca/; https://www.ancastervelo.ca/group-riding; https://www.newhopecommunitybikes.com/womens-programming; https://hamiltoncycling.com/join/"
